Number of data,Reference,Experiment No,Train/Test Set,Catalyst,Base,Base wt%,Base 2,Base 2 wt%,Support,Support wt%,Support 2,Catalyst preparation method,Calcination Temperature (C),Calcination time (h),Reduction Temperature (C),Reduction Pressure (bar),Reduction time  (h),Reduction  H2 %,Temperature (C),Pressure (bar),W/F (mgcat/minml),Time on Stream (h),CO % in feed,Inert % in feed,CH4 % in feed,H2O % in feed,H2/CO2 in feed,CO2 Conversion %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3619,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",470,Train,Ni/Al2O3,Ni,25,None,0,Al2O3,75,None,WI,450,4,400,1,,5,400,1,4.6,200,0,50,0,0,4,85.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,150,1,4.6,200,0,50,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,175,1,4.6,200,0,50,0,0,4,1.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,200,1,4.6,200,0,50,0,0,4,2.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,210,1,4.6,200,0,50,0,0,4,6.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,220,1,4.6,200,0,50,0,0,4,9.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,230,1,4.6,200,0,50,0,0,4,13.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,235,1,4.6,200,0,50,0,0,4,16.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,240,1,4.6,200,0,50,0,0,4,21.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,250,1,4.6,200,0,50,0,0,4,37.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,275,1,4.6,200,0,50,0,0,4,83.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,300,1,4.6,200,0,50,0,0,4,89.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",471,Train,Ni/Al2O3,Ni,20,None,0,Al2O3,80,None,WI,450,4,400,1,,5,325,1,4.6,200,0,50,0,0,4,89.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,150,1,4.6,200,0,50,0,0,4,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,200,1,4.6,200,0,50,0,0,4,4.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,220,1,4.6,200,0,50,0,0,4,4.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,240,1,4.6,200,0,50,0,0,4,11.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,250,1,4.6,200,0,50,0,0,4,18.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,260,1,4.6,200,0,50,0,0,4,32.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,265,1,4.6,200,0,50,0,0,4,39.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,275,1,4.6,200,0,50,0,0,4,65.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,290,1,4.6,200,0,50,0,0,4,85.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,325,1,4.6,200,0,50,0,0,4,90.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,350,1,4.6,200,0,50,0,0,4,90.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3643,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",472,Train,Ni/Al2O3,Ni,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,400,1,4.6,200,0,50,0,0,4,87.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3644,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",473,Train,Ni/Al2O3,Ni,10,None,0,Al2O3,90,None,WI,450,4,400,1,,5,150,1,4.6,200,0,50,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",473,Train,Ni/Al2O3,Ni,10,None,0,Al2O3,90,None,WI,450,4,400,1,,5,200,1,4.6,200,0,50,0,0,4,1.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",473,Train,Ni/Al2O3,Ni,10,None,0,Al2O3,90,None,WI,450,4,400,1,,5,220,1,4.6,200,0,50,0,0,4,2.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",473,Train,Ni/Al2O3,Ni,10,None,0,Al2O3,90,None,WI,450,4,400,1,,5,240,1,4.6,200,0,50,0,0,4,4.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",473,Train,Ni/Al2O3,Ni,10,None,0,Al2O3,90,None,WI,450,4,400,1,,5,250,1,4.6,200,0,50,0,0,4,6.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",473,Train,Ni/Al2O3,Ni,10,None,0,Al2O3,90,None,WI,450,4,400,1,,5,275,1,4.6,200,0,50,0,0,4,19.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",473,Train,Ni/Al2O3,Ni,10,None,0,Al2O3,90,None,WI,450,4,400,1,,5,300,1,4.6,200,0,50,0,0,4,47.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",473,Train,Ni/Al2O3,Ni,10,None,0,Al2O3,90,None,WI,450,4,400,1,,5,325,1,4.6,200,0,50,0,0,4,76.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",473,Train,Ni/Al2O3,Ni,10,None,0,Al2O3,90,None,WI,450,4,400,1,,5,350,1,4.6,200,0,50,0,0,4,85.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",473,Train,Ni/Al2O3,Ni,10,None,0,Al2O3,90,None,WI,450,4,400,1,,5,375,1,4.6,200,0,50,0,0,4,87.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",474,Train,Ni/Al2O3,Ni,5,None,0,Al2O3,90,None,WI,450,4,400,1,,5,150,1,4.6,200,0,50,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",474,Train,Ni/Al2O3,Ni,5,None,0,Al2O3,90,None,WI,450,4,400,1,,5,220,1,4.6,200,0,50,0,0,4,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",474,Train,Ni/Al2O3,Ni,5,None,0,Al2O3,90,None,WI,450,4,400,1,,5,250,1,4.6,200,0,50,0,0,4,1.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",474,Train,Ni/Al2O3,Ni,5,None,0,Al2O3,90,None,WI,450,4,400,1,,5,280,1,4.6,200,0,50,0,0,4,4.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",474,Train,Ni/Al2O3,Ni,5,None,0,Al2O3,90,None,WI,450,4,400,1,,5,300,1,4.6,200,0,50,0,0,4,9.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",474,Train,Ni/Al2O3,Ni,5,None,0,Al2O3,90,None,WI,450,4,400,1,,5,320,1,4.6,200,0,50,0,0,4,19.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",474,Train,Ni/Al2O3,Ni,5,None,0,Al2O3,90,None,WI,450,4,400,1,,5,340,1,4.6,200,0,50,0,0,4,34.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",474,Train,Ni/Al2O3,Ni,5,None,0,Al2O3,90,None,WI,450,4,400,1,,5,360,1,4.6,200,0,50,0,0,4,53.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",474,Train,Ni/Al2O3,Ni,5,None,0,Al2O3,90,None,WI,450,4,400,1,,5,380,1,4.6,200,0,50,0,0,4,67.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",474,Train,Ni/Al2O3,Ni,5,None,0,Al2O3,90,None,WI,450,4,400,1,,5,400,1,4.6,200,0,50,0,0,4,75.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,150,1,4.6,200,0,50,0,0,4,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,200,1,4.6,200,0,50,0,0,4,1.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,220,1,4.6,200,0,50,0,0,4,1.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,240,1,4.6,200,0,50,0,0,4,10.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,250,1,4.6,200,0,50,0,0,4,13.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,260,1,4.6,200,0,50,0,0,4,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,265,1,4.6,200,0,50,0,0,4,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,275,1,4.6,200,0,50,0,0,4,54.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,290,1,4.6,200,0,50,0,0,4,73.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3673,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,325,1,4.6,200,0,50,0,0,4,86.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3674,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,350,1,4.6,200,0,50,0,0,4,88.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3675,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",475,Train,Ni-Co/Al2O3,Ni,15,Co,5,Al2O3,80,None,WI,450,4,400,1,,5,400,1,4.6,200,0,50,0,0,4,85.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",476,Test,Co/Al2O3,Co,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,150,1,4.6,200,0,50,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3677,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",476,Test,Co/Al2O3,Co,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,200,1,4.6,200,0,50,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",476,Test,Co/Al2O3,Co,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,220,1,4.6,200,0,50,0,0,4,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",476,Test,Co/Al2O3,Co,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,250,1,4.6,200,0,50,0,0,4,4.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3680,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",476,Test,Co/Al2O3,Co,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,275,1,4.6,200,0,50,0,0,4,11.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,"Alrafei B, Polaert I, Ledoux A, Azzolina-Jury F. Remarkably stable and efficient Ni and Ni-Co catalysts for CO2 methanation. Catal Today 2020;346:23–33. https://doi.org/10.1016/j.cattod.2019.03.026.",476,Test,Co/Al2O3,Co,15,None,0,Al2O3,85,None,WI,450,4,400,1,,5,290,1,4.6,200,0,50,0,0,4,17.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
